MSHA ID,Year,Mine_Name,Mine_State,Mine_County,Mine_Basin,Mine_Status,Mine_Type,Company_Type,Operation_Type,Operating_Company,Operating_Company_Address,Union_Code,Production_(short_tons),Average_Employees,Labor_Hours,log_production
1519228,2010,Blue Ridge No 1,Kentucky (East),Letcher,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Cumberland River Coal Company,"P.O. Box 109, Appalachia, VA 24216",Scotia Employees Association,169268,41,103157,12.039238536670556
1519252,2010,Mine No. 8,Kentucky (East),Letcher,Appalachia Central,Active,Underground,Independent Producer Operator,Mine only,Hubble Mining Co. Llc,"P.O. Box 392, Pikeville, KY 41502",,52296,14,24810,10.864675165292565
1519263,2010,Mine No 5,Kentucky (East),Letcher,Appalachia Central,Active,Underground,Contractor,Mine only,Clas Coal Company Inc,"P.O. Box 133, Partridge, KY 40862",,214038,37,84010,12.273908848333743
1519297,2010,Uz No. 2,Kentucky (East),Letcher,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Sapphire Coal Company,"147 Big Blue Blvd, Whitesburg, KY 41858",,421662,76,195506,12.95195932422073
1519309,2010,#1,Kentucky (East),Letcher,Appalachia Central,Active,Underground,Independent Producer Operator,Mine only,New Jet Llc,"P.O. Box 249, Stanville, KY 41659",,9743,10,6235,9.184304357425342
1519327,2010,Mine #2,Kentucky (East),Letcher,Appalachia Central,Active,Underground,Independent Producer Operator,Mine only,"Clark Mining, Inc","1300 Coppinger  Drive, Cumberland, KY 40823",,2423,8,2112,7.792761720816526
1519411,2010,Job 55,Kentucky (East),Letcher,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,Premier Elkhorn Coal Company,"P.O. Box 130, Myra, KY 41549",,31179,7,6222,10.347500070256531
1519428,2010,Mine #1,Kentucky (East),Letcher,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,Asher's Quality Coal Corporati,"3887 Hwy 699, Cornettsville, KY 41731",,18467,6,12600,9.823740634445873
4406894,2010,Letcher Job,Kentucky (East),Letcher,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,Corbin Mining Llc,"P.O. Box 2303, Pikeville, KY 41502",,65042,12,28112,11.082788494056414
1517834,2010,F-9 Prater Branch,Kentucky (East),Magoffin,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,Frasure Creek Mining Llc,"4978 Teays Valley Rd., Ashland, WV 25560",,1429378,125,338063,14.172749942576393
1519109,2010,Bee Tree Surface,Kentucky (East),Magoffin,Appalachia Central,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Licking River Mining, Llc","993 New Highway 172, West Liberty, KY 41472",,62632,24,22867,11.04503160858775
1519146,2010,Diablo West Surface,Kentucky (East),Magoffin,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,Licking River Mining Llc,"993 New Highway 172, P.O. Box, West Liberty, KY 41472",,422079,56,138440,12.952947779289175
1519200,2010,No. 1,Kentucky (East),Magoffin,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,Middle Fork Development Servic,"P.O. Box 505, Staffordsvill, KY 41256",,1438,6,861,7.271008538280992
1519218,2010,Grape Creek No. 1,Kentucky (East),Magoffin,Appalachia Central,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Xcell Energy & Coal Co; Llc,"P.O. Box 1468, Paintsville, KY 41240",,50884,26,40030,10.8373038112761
1519256,2010,#1,Kentucky (East),Magoffin,Appalachia Central,Active,Underground,Independent Producer Operator,Mine only,Magoffin Co. Coal Corporation,"P.O. Box 249, Stanville, KY 41659",,62802,31,43795,11.047742199082938
1519288,2010,F-11 Clear River Resources,Kentucky (East),Magoffin,Appalachia Central,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Frasure Creek Mining Llc,"4978 Teays Valley Road, Scott Depot, WV 25560",,200964,17,32770,12.210881066522479
1519459,2010,Right Oakley Surface,Kentucky (East),Magoffin,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,"Licking River Mining, Llc","P.O. Box 687, West Liberty, KY 41472",,478684,43,92187,13.078795950965734
1511005,2010,Mtr Surface Mine,Kentucky (East),Martin,Appalachia Central,Temporarily closed,Surface,Operating Subsidiary,Mine only,Martin County Coal Corp,"P.O. Box 5002, Inez, KY 41224",,77543,26,29813,11.25858790018503
1516663,2010,No. 22,Kentucky (East),Martin,Appalachia Central,Permanently abandoned,Underground,Operating Subsidiary,Mine only,Eagle Coal Company Inc,"Rt. 292 P.O. Box 190, Lovely, KY 41231",,152991,31,72890,11.93813437511499
1518326,2010,No 4,Kentucky (East),Martin,Appalachia Central,Active,Surface,Contractor,Mine only,Mayo Resources Inc,"Rte. 292, Lovely, KY 41231",,510931,57,162423,13.14398983071435
1518384,2010,#5,Kentucky (East),Martin,Appalachia Central,Active,Surface,Contractor,Mine only,Mayo Resources Inc,"P.O. Box 190, Lovely, KY 41231",,210177,48,136096,12.255705311837845
1518452,2010,White Cabin #7,Kentucky (East),Martin,Appalachia Central,Active,Underground,Independent Producer Operator,Mine only,Martin County Coal,"P.O. Box 5002, Inez, KY 41224",,215034,38,75183,12.278551434141946
1518575,2010,No. 1,Kentucky (East),Martin,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Matrix Energy Llc,"Rt. 292    P.O. Box 190, Lovely, KY 41231",,1742161,219,574887,14.37063685462676
1518839,2010,Van Lear Mine,Kentucky (East),Martin,Appalachia Central,Active,Underground,Contractor,Mine only,Excel Mining Llc,"9426 Meathouse Rd, Pilgrim, KY 41250",,917267,173,412170,13.72915387570618
1519070,2010,Mount Sterling Branch,Kentucky (East),Martin,Appalachia Central,Active,Surface,Operating Subsidiary,Mine only,Icg East Kentucky Llc,"13778 River Front Road, Belfry, KY 41514",,595465,81,207829,13.297097891910846
1519193,2010,Voyager #7,Kentucky (East),Martin,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Martin County Coal,"P.O. Box 5002, Inez, KY 41224",,450856,75,144351,13.01890327703513
1519235,2010,Mtr Wolf Creek Mine,Kentucky (East),Martin,Appalachia Central,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Martin County Coal Corp,"P.O. Box 5002, Inez, KY 41224",,315123,46,80944,12.660718317782258
1519296,2010,No 24,Kentucky (East),Martin,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Eagle Coal Company Inc,"P.O. Box 399, Lovely, KY 41231",,170675,29,73066,12.047516442286481
1519302,2010,Laurel Fork Surface,Kentucky (East),Martin,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,"Laurel Mountain Resources, Llc","210 Ljh Drive, Gilbert, WV 25621",,3008,15,4867,8.00903068506973
1519472,2010,Meade Branch Surface,Kentucky (East),Martin,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,Martin County Coal Corp,"3201 Ridgetop Road, Inez, KY 41224",,172950,37,40636,12.060757814365315
1519494,2010,No. 8,Kentucky (East),Martin,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Coalburg Enterprises Inc.,"P.O. Box 190, Lovley, KY 41231",,114024,31,36644,11.644164231534868
1517741,2010,Paradise #9,Kentucky (West),Muhlenberg,Illinois Basin,Active,Underground,Independent Producer Operator,Mine and Preparation Plant,Kenamerican Resources Inc,"7590 State Rte 181, Central City, KY 42330",,1044215,198,522012,13.858775964919577
1518134,2010,Halls Creek Mine,Kentucky (West),Muhlenberg,Illinois Basin,Active,Surface,Independent Producer Operator,Mine only,Oxford Mining Company-Kentucky,"544 Chestnut Street, Coshocton, OH 43812",,1089046,100,264149,13.900812641610685
1518622,2010,Back In Black,Kentucky (West),Muhlenberg,Illinois Basin,Permanently abandoned,Surface,Operating Subsidiary,Mine only,Oxford Mining Company-Kentucky,"544 Chestnut Street, Coshocton, OH 43812",,108608,25,46061,11.595500348593898
1518905,2010,Jessup Mine,Kentucky (West),Muhlenberg,Illinois Basin,Permanently abandoned,Surface,Independent Producer Operator,Mine only,Oxford Mining Company-Kentucky,"3060 Cleaton Road, Central City, KY 42330",,30820,11,12823,10.335919108874107
1519205,2010,Minuteman Fines Recovery Plant,Kentucky (West),Muhlenberg,Illinois Basin,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Covol Fuels No 2 Llc,"6601 Highway 181 North, Greenville, KY 42345",,361840,30,69572,12.798957404151725
1519303,2010,K O Mine,Kentucky (West),Muhlenberg,Illinois Basin,Active,Surface,Independent Producer Operator,Mine only,Oxford Mining Company-Kentucky,"3060 Cleaton Road, Central City, KY 42330",,362137,39,104486,12.799777872251294
1519358,2010,Parkway Mine,Kentucky (West),Muhlenberg,Illinois Basin,Active,Underground,Independent Producer Operator,Mine only,Armstrong Coal Company Inc,"407 Brown Road, Madisonville, KY 42431",,1485914,132,334923,14.211540629099238
1519404,2010,Gibralter Slurry Recovery,Kentucky (West),Muhlenberg,Illinois Basin,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,"Green Energy Holdings, Llc","P.O. Box 783, Greenville, KY 42345",,46537,5,12965,10.748002974099618
1519417,2010,Cresent Recovery Project,Kentucky (West),Muhlenberg,Illinois Basin,Active,Surface,Independent Producer Operator,Mine only,B & M Recovery,"17585 Beulah Road, Princeton, KY 42445",,12944,2,4261,9.468387639298273
1519466,2010,Rose France Mine,Kentucky (West),Muhlenberg,Illinois Basin,Active,Surface,Independent Producer Operator,Mine only,Oxford Mining Company-Kentucky,"3060 Cleaton Road, Central City, KY 42330",,51398,35,24073,10.847354540180387
1518552,2010,Big Run Mine,Kentucky (West),Ohio,Illinois Basin,Active,Underground,Independent Producer Operator,Mine only,Armstrong Coal Compa,"407 Brown Road, Madisonville, KY 42431",,627309,131,329660,13.34919452118421
1519217,2010,Midway Mine,Kentucky (West),Ohio,Illinois Basin,Active,Surface,Independent Producer Operator,Mine only,Armstrong Coal Company,"407 Brown Road, Madisonville, KY 42431",,1614835,106,228523,14.29474334223681
1519344,2010,Equality,Kentucky (West),Ohio,Illinois Basin,Active,Surface,Independent Producer Operator,Mine only,Armstrong Coal Compa,"407 Brown Road, Madisonville, KY 42431",,380830,105,86661,12.850108360308852
1519407,2010,Eastfork Surface Mine,Kentucky (West),Ohio,Illinois Basin,Active,Surface,Independent Producer Operator,Mine only,Armstrong Coal Company Inc,"407 Brown Road, Madisonville, KY 42431",,1641114,91,202898,14.310885837494776
1519130,2010,#1,Kentucky (East),Owsley,Appalachia Central,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Emlyn Coal Processing Llc,"3080 Centerville Rd, Little Canada, MN 55117",,3419,4,3084,8.137103389639302
1519179,2010,Sturgeon #4,Kentucky (East),Owsley,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,"Sturgeon Mining Co., Inc.","P.O. Box 368, Beattyville, KY 41311",,944,5,2421,6.8501261661455
1503627,2010,#20 Strip Job,Kentucky (East),Perry,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,Pine Branch Coal Sales Inc,"4497  Ky Hwy 28, Chavies, KY 41727",,445086,49,115819,13.00602280090334
1509636,2010,#77,Kentucky (East),Perry,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Blue Diamond Coal Company,"P.O. Box 47, Slemp, KY 41763",,323686,64,171177,12.687529189056264
1513936,2010,Frasure Creek Mine No 6,Kentucky (East),Perry,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,Frasure Creek Mining Llc,"P.O. Box 100, Ary, KY 41712",,2193205,189,513487,14.600874502283277
1516883,2010,Combs Branch Job,Kentucky (East),Perry,Appalachia Central,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Pine Branch Coal Sales Inc,"P.O. Box 246, Chavies, KY 41727",,1121467,92,259503,13.930148207632083
1517478,2010,#75,Kentucky (East),Perry,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Blue Diamond Coal Company,"P.O. Box 47, Slemp, KY 41763",,685870,116,296698,13.438443384376622
1517497,2010,#68,Kentucky (East),Perry,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Leeco Incorporated,"P.O. Box 309, Jeff, KY 41751",,715374,153,406713,13.480560761842176
1518048,2010,Rowdy Gap Mine,Kentucky (East),Perry,Appalachia Central,Active,Surface,Operating Subsidiary,Mine only,"Icg Hazard, Llc","1021 Tori Drive, Hazard, KY 41701",,771421,74,188407,13.555989547616209
1518454,2010,Auger Mine No 29,Kentucky (East),Perry,Appalachia Central,Active,Surface,Contractor,Mine only,B & H Coal Co Inc,"P.O. Box 221, Jackson, KY 41339",,16320,3,3692,9.700146628518098
1518526,2010,Jake's Branch Job,Kentucky (East),Perry,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,"Pine Branch Coal Sales, Inc.","P.O. Box 246, Chavies, KY 41727",,214784,15,44385,12.277388150946768
1518565,2010,E4-1,Kentucky (East),Perry,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Perry County Coal Corporation,"1845 South Ky Hwy 15, Hazard, KY 41701",,690697,140,379334,13.445456511647912
1518613,2010,Tip Top Mine,Kentucky (East),Perry,Appalachia Central,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,"Icg Hazard, Llc","1021 Tori Drive, Hazard, KY 41701",,305289,37,81311,12.629014147939575
1518644,2010,Auger Mine No 36,Kentucky (East),Perry,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,B & H Coal Co Inc,"P.O. Box 221, Jackson, KY 41339",,8893,3,2204,9.09301972939964
1518662,2010,E3-1,Kentucky (East),Perry,Appalachia Central,Active,Underground,Independent Producer Operator,Mine only,Perry County Coal Corporation,"1845 S. Ky Hwy 15, Hazard, KY 41701",,761362,157,439503,13.542864213620993
1518738,2010,Buckeye Strip #1,Kentucky (East),Perry,Appalachia Central,Active,Surface,Operating Subsidiary,Mine only,James River Coal Service Compa,"State Hwy 15 Kenmont Hollow Ro, Jeff, KY 41751",,75063,30,76196,11.226083039915892
1518769,2010,Blue Ridge Surface Mine,Kentucky (East),Perry,Appalachia Central,Active,Surface,Operating Subsidiary,Mine only,Cumberland River Coal Company,"P.O. Box 109, Appalachia, VA 24216",Scotia Employees Association,883361,118,296206,13.691489229558528
1518781,2010,Chavies Job #7,Kentucky (East),Perry,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,B & W Resources Inc,"P.O. Box 249, Stanville, KY 41659",,408541,43,108089,12.920347555442808
1518966,2010,East Mac & Nellie,Kentucky (East),Perry,Appalachia Central,Active,Surface,Operating Subsidiary,Mine only,"Icg Hazard, Llc","1021 Tori Drive, Hazard, KY 41701",,1215811,106,273991,14.010921901796545
1518978,2010,Buckeye Highwall Miner,Kentucky (East),Perry,Appalachia Central,Active,Surface,Operating Subsidiary,Mine only,James River Coal Service Compa,"P.O. Box 128, Jeff, KY 41751",,191961,11,30839,12.165047505377242
1519015,2010,E4-2,Kentucky (East),Perry,Appalachia Central,Active,Underground,Independent Producer Operator,Mine only,Perry County Coal Corporation,"1845 S. Hwy 15, Hazard, KY 41701",,1179070,198,525956,13.980236550106488
1519047,2010,Elm Lick Mine,Kentucky (East),Perry,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,"Locust Grove, Inc.","P.O. Box 958, Hazard, KY 41702",,891479,52,136658,13.700637160203067
1519053,2010,Bear Branch Surface,Kentucky (East),Perry,Appalachia Central,Active,Surface,Operating Subsidiary,Mine only,James River Coal Service Compa,"State Hwy 15, Kenmont Hollow R, Jeff, KY 41751",,12694,16,5504,9.448884719866415
1519068,2010,Frasure Creek Mine #8,Kentucky (East),Perry,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,Frasure Creek Mining Llc,"P.O. Box 100, Ary, KY 41712",,502671,31,79325,13.127691159534425
1519206,2010,Hog Trough,Kentucky (East),Perry,Appalachia Central,Permanently abandoned,Surface,Operating Subsidiary,Mine only,James River Coal Service Compa,"1374 Highway 192 East, London, KY 40741",,15269,22,12178,9.633579908183512
1519255,2010,Montgomery Creek,Kentucky (East),Perry,Appalachia Central,Active,Surface,Operating Subsidiary,Mine only,James River Coal Service Compa,"P.O. Box 128, Jeff, KY 41717",,253970,44,116414,12.44497142878889
1519342,2010,Buckhorn S-2,Kentucky (East),Perry,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,"Revelation Energy, Llc","104 Brent Way, Hurricane, WV 25526",,157939,17,50966,11.96996416151323
1519419,2010,Noble Mine #2,Kentucky (East),Perry,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,Noble Construction,"368 Creekside Dr., Hazard, KY 41701",,8198,7,280,9.011645501064283
1519542,2010,Bear Branch Mine,Kentucky (East),Perry,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,"Locust Grove, Inc.","P.O. Box 958, Hazard, KY 41702",,4369,4,4891,8.382289428951436
1507082,2010,Mine #1,Kentucky (East),Pike,Appalachia Central,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,Freedom Energy Mining Company,"299 Post Office Box, Sidney, KY 41564",,737528,157,378452,13.511059332577112
1507475,2010,Mine #1,Kentucky (East),Pike,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Solid Energy Mining Company,"299 Post Office Box, Sidney, KY 41564",,252190,44,108934,12.437938050656253
1508079,2010,Mine No 3,Kentucky (East),Pike,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Excel Mining Llc,"9426 Meathouse Rd, Pilgrim, KY 41250",,1306913,266,665154,14.083178425738959
1510753,2010,Mine #1,Kentucky (East),Pike,Appalachia Central,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,Clean Energy Mining Company,"P.O. Box 299, Sidney, KY 41514",,182012,70,162862,12.111827897951311
1516583,2010,Sam #14,Kentucky (East),Pike,Appalachia Central,Active,Underground,Contractor,Mine only,South Akers Mining Company Llc,"P.O. Box 392, Pikeville, KY 41502",,194966,30,77357,12.180580463369232
1517266,2010,#10,Kentucky (East),Pike,Appalachia Central,Active,Underground,Contractor,Mine only,Cheyenne Elkhorn Coal Co Inc,"P.O. Box 249, Stanville, KY 41659",,83079,18,36387,11.327547241326371
1517280,2010,No 1,Kentucky (East),Pike,Appalachia Central,Active,Surface,Operating Subsidiary,Mine only,Apex Energy Inc,"P.O. Box 2100, Pikeville, KY 41502",,123795,15,43237,11.726382250694895
1517360,2010,Pe Southern Pike Co,Kentucky (East),Pike,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,Premier Elkhorn Coal Company,"P.O. Box 130, Myra, KY 41549",,12976,8,18338,9.470856776355195
1517651,2010,Mine #1,Kentucky (East),Pike,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Rockhouse Energy Mining Compan,"P.O. Box 299, Sidney, KY 41564",,605866,87,222525,13.314414118488141
1517659,2010,Three Mile Mine #1,Kentucky (East),Pike,Appalachia Central,Active,Surface,Operating Subsidiary,Mine only,Cam Mining Llc,"P.O. Box 1169, Pikeville, KY 41502",,162064,23,63132,11.995746597926578
1517789,2010,No 3,Kentucky (East),Pike,Appalachia Central,Active,Surface,Operating Subsidiary,Mine only,Apex Energy Inc,"P.O. Box 2100, Pikeville, KY 41502",,61286,16,39187,11.023306710848635
1517799,2010,S-4 Netley Branch,Kentucky (East),Pike,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 249, Stanville, KY 41659",,216440,27,58650,12.28506865175667
1517898,2010,No 11,Kentucky (East),Pike,Appalachia Central,"Active, men working, not producing",Underground,Contractor,Mine only,Foggy Mountain Coal Company In,"13903 Elkhorn Creek Road, Shelby Gap, KY 41563",,59018,13,20958,10.985597761104732
1517917,2010,No 2,Kentucky (East),Pike,Appalachia Central,Active,Underground,Independent Producer Operator,Mine only,Brem Coal Co Llc,"P.O. Box 813, Grundy, VA 24614",,29069,14,26276,10.277427593236435
1517941,2010,No 2,Kentucky (East),Pike,Appalachia Central,Active,Surface,Operating Subsidiary,Mine only,Apex Energy Inc,"P.O. Box 2100, Pikeville, KY 41502",,128622,29,80669,11.76463314924919
1517960,2010,Blackberry Creek Mine,Kentucky (East),Pike,Appalachia Central,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,Icg East Kentucky Llc,"13778 River Front Road, Belfry, KY 41514",,74371,14,35591,11.216821359889048
1517979,2010,Mine No. 8,Kentucky (East),Pike,Appalachia Central,Active,Underground,Contractor,Mine only,"Woodman Three Mine, Inc.","2412 Feds Creek Road, Steele, KY 41566",,55475,13,29871,10.923687747800795
1518001,2010,Blackberry Mine,Kentucky (East),Pike,Appalachia Central,"Active, men working, not producing",Underground,Contractor,Mine only,Somer Grace Coal Company Llc,"600 Conley Road, London, KY 40744",,16802,19,16514,9.729253205924792
1518015,2010,Bent Mtn,Kentucky (East),Pike,Appalachia Central,Active,Surface,Operating Subsidiary,Mine only,Kentucky Fuel Corporation,"P.O. Box 130, Mousie, KY 41839",,411814,54,149353,12.928327070083903
1518025,2010,Scott's Branch,Kentucky (East),Pike,Appalachia Central,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Lcc Kentucky Llc,"P.O. Box 250, Dwale, KY 41649",,96513,20,40152,11.477432993279729
1518029,2010,No 2,Kentucky (East),Pike,Appalachia Central,Active,Surface,Contractor,Mine only,C W Augering Inc,"P.O. Box 2100, Pikeville, KY 41502",,83644,9,26143,11.334324976406691
1518040,2010,No. 6,Kentucky (East),Pike,Appalachia Central,Active,Surface,Operating Subsidiary,Mine only,Apex Energy Inc,"P.O. Box 2100, Pikeville, KY 41502",,369071,61,162651,12.818744316437984
1518100,2010,Marion Branch,Kentucky (East),Pike,Appalachia Central,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,Cam Mining Llc,"P.O. Box 1169, Pikeville, KY 41502",,166435,20,52483,12.02236012179008
1518250,2010,Mine #16,Kentucky (East),Pike,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Mccoy Elkhorn Coal Corp,"1148 Long Fork Rd, Kimper, KY 41539",,120526,29,70120,11.699620776273214
1518280,2010,S-1 Hunts Br.,Kentucky (East),Pike,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,Revelation Energy Llc,"104 Brent Way, Hurricane, WV 25526",,699382,40,127025,13.457952366934789
1518316,2010,White Star #1,Kentucky (East),Pike,Appalachia Central,Temporarily closed,Underground,Independent Producer Operator,Mine only,White Star Mining,"3550 Little Robinson Creek, Virgie, KY 41572",,33760,10,13476,10.427031948709894
1518363,2010,Bevins Branch Surface Mine,Kentucky (East),Pike,Appalachia Central,Active,Surface,Operating Subsidiary,Mine only,Kentucky Fuel Corporation,"P.O. Box 130, Mousie, KY 41839",,349632,54,148702,12.76463645175539
1518368,2010,Mine #23,Kentucky (East),Pike,Appalachia Central,Temporarily closed,Underground,Independent Producer Operator,Mine only,Cam Mining Llc,"P.O. Box 1169, Pikeville, KY 41502",,89315,25,30750,11.399924725882984
1518369,2010,Inspiration Resources Inc #3,Kentucky (East),Pike,Appalachia Central,Active,Underground,Independent Producer Operator,Mine only,Inspiration Resources Inc,"P.O. Box 431, Hardy, KY 41531",,94977,14,26585,11.461390036007309
1518381,2010,Taylor Fork Energy,Kentucky (East),Pike,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Sidney Coal Company Inc,"P.O. Box 299, Sidney, KY 41564",,365792,63,139549,12.809820144825505
1518436,2010,S. A. M. #10,Kentucky (East),Pike,Appalachia Central,Active,Underground,Contractor,Mine only,"South Akers Mining, Llc","P.O. Box 392, Pikeville, KY 41502",,259573,38,93650,12.466793252239727
1518520,2010,Sheep Fork Surface Mine,Kentucky (East),Pike,Appalachia Central,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Mountain Reclamation & Constru,"P.O. Box 1091, Phelps, KY 41553",,33755,7,17300,10.426883833475971
1518570,2010,Bevins Branch #1,Kentucky (East),Pike,Appalachia Central,Active,Surface,Operating Subsidiary,Mine only,Cam Mining Llc,"P.O. Box 1169, Pikeville, KY 41502",,74636,10,29223,11.220378243517139
1518626,2010,Mine No. 2,Kentucky (East),Pike,Appalachia Central,Active,Underground,Contractor,Mine only,"Hubble Mining Company, Llc","P.O. Box 392, Pikeville, KY 41502",,237061,30,72965,12.376072770965942
1518713,2010,No 009,Kentucky (East),Pike,Appalachia Central,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,C W Augering Inc,"P.O. Box 2100, Pikeville, KY 41502",,44382,6,18317,10.700589260815923
1518721,2010,Mine #23,Kentucky (East),Pike,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Mccoy Elkhorn Coal Corp.,"1148 Long Fork Road, Kimper, KY 41539",,792450,107,265916,13.582884691260572
1518730,2010,M-102,Kentucky (East),Pike,Appalachia Central,Active,Surface,Contractor,Mine only,Contract Highwall Mi,"P.O. Box 249, Stanville, KY 41659",,93552,8,10319,11.446272710415451
1518775,2010,Mine #15,Kentucky (East),Pike,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Mccoy Elkhorn Coal Corp.,"1148 Longfork Rd, Kimper, KY 41539",,509406,135,327417,13.141000620021142
1518784,2010,Job #45,Kentucky (East),Pike,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,Premier Elkhorn Coal Company,"P.O. Box 130, Myra, KY 41549",,886197,71,203403,13.694694552501444
1518809,2010,#6,Kentucky (East),Pike,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,Pia Company Inc,"P.O. Box 249, Stanville, KY 41605",,63091,16,24204,11.052333407611723
1518819,2010,Shm-35,Kentucky (East),Pike,Appalachia Central,"Active, men working, not producing",Surface,Contractor,Mine only,Contract Highwall Mining Llc,"#40 Porter Hill, P.O. Box 249, Stanville, KY 41659",,84372,8,15430,11.342990871987162
1518823,2010,Job #42,Kentucky (East),Pike,Appalachia Central,Active,Surface,Operating Subsidiary,Mine only,Premier Elkhorn Coal Company,"P.O. Box 130, Myra, KY 41549",,527095,42,121840,13.175136076932247
1518911,2010,Mine #28,Kentucky (East),Pike,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,Cam Mining Llc,"P.O. Box 1169, Pikeville, KY 41502",,526233,110,303667,13.173499359418937
1518931,2010,No 7,Kentucky (East),Pike,Appalachia Central,Active,Surface,Operating Subsidiary,Mine only,Apex Energy Inc,"P.O. Box 2100, Pikeville, KY 41502",,197560,33,93201,12.193797614654562
1518940,2010,Feds Creek Surface,Kentucky (East),Pike,Appalachia Central,Active,Surface,Operating Subsidiary,Mine only,Surface Minerals Company,"P.O. Box 458, Big Rock, VA 24603",,78224,18,46989,11.267331784818428
1518943,2010,Mine No 5,Kentucky (East),Pike,Appalachia Central,Active,Underground,Contractor,Mine only,Falcon Coal Corporation,"P.O. Box 1247, Wise, VA 24293",,61415,12,26689,11.025409383973194
1518946,2010,Job #49,Kentucky (East),Pike,Appalachia Central,Active,Surface,Operating Subsidiary,Mine only,Premier Elkhorn Coal Company,"Highway 610, Myra, KY 41549",,258528,36,102358,12.462759284279436
1518950,2010,Fraley Branch Surface Mine,Kentucky (East),Pike,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,"Sidney Coal Company, Inc.","P.O. Box 299, Sidney, KY 41564",,493621,46,112477,13.109523295238823
1518952,2010,No 2,Kentucky (East),Pike,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,Black Forest Coal Llc,"164 Powder House Hollow Road, Pikeville, KY 41502",,5676,5,5697,8.644002038279933
1518964,2010,Mine #30,Kentucky (East),Pike,Appalachia Central,Active,Underground,Independent Producer Operator,Mine only,Cam Mining Llc,"P.O. Box 1169, Pikeville, KY 41502",,74179,26,57362,11.21423637023015
1519021,2010,No. 1,Kentucky (East),Pike,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,"Viking Acquisition Group, Llc","2005 Webster Road, Summersville, WV 26651",,15071,4,5520,9.620527646419676
