MSHA ID,Year,Mine_Name,Mine_State,Mine_County,Mine_Basin,Mine_Status,Mine_Type,Company_Type,Operation_Type,Operating_Company,Operating_Company_Address,Union_Code,Production_(short_tons),Average_Employees,Labor_Hours,log_production
3608307,2010,Hardrock Coal Co.,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Temporarily closed,Surface,Independent Producer Operator,Mine only,"Hardrock Coal Company, Inc.","275 Saddle Ridge Road, Berlin, PA 15530",,1468,1,1610,7.291656209174461
3608497,2010,Novison Mine,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Amfire Mining Company Llc,"One Energy Place, Latrobe, PA 15650",,1220,5,12107,7.106606137727303
3608501,2010,Mountaineer #1,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Temporarily closed,Surface,Independent Producer Operator,Mine only,Mountaineer Mining Corporation,"1010 Garrett Shortcut Rd, Berlin, PA 15530",,11336,5,6346,9.335738781370516
3608622,2010,Miller Mine,Pennsylvania (Bituminous),Somerset,Appalachia Northern,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,Roxcoal Inc,"P.O. Box 149, Friedens, PA 15541",,23040,25,15088,10.044987114809828
3608636,2010,Agustus,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Underground,Independent Producer Operator,Mine only,Roxcoal Inc,"P.O. Box 149, Friedens, PA 15541",,235926,53,109866,12.37127347551571
3608672,2010,Marquise Strips,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Marquise Mining Corporation,"P.O. Box 338, Blairsville, PA 15717",,87706,11,24816,11.381745591071383
3608746,2010,Quecreek #1 Mine,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Underground,Operating Subsidiary,Mine only,"Roxcoal, Inc.","P.O. Box 260, Friedens, PA 15541",,516741,121,269036,13.155297060846626
3609131,2010,Sherpa Mining,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,"Sherpa Mining Contractors, Inc","337 Benny Road, Hooversville, PA 15936",,122832,22,48273,11.71857284706768
3609168,2010,No. 2 Mine,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Permanently abandoned,Surface,Independent Producer Operator,Mine only,"Ritchie Trucking & Excavating,","19709 Winner View Terrace, Frostburg, MD 21532",,10810,1,521,9.288226910633254
3609201,2010,3130,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Black Hawk Mining Inc,"221 Creek Road, Rural Valley, PA 16249",,19849,3,4080,9.895908907012577
3609260,2010,Roytown Deep Mine,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,"Roxcoal, Inc.","P.O. Box 149, Friedens, PA 15541",,356545,83,185374,12.78421573807948
3609371,2010,Mine 78,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Underground,Independent Producer Operator,Mine only,Rosebud Mining Company,"301 Market Street, Kittanning, PA 16201",,869327,71,174702,13.675474628057959
3609496,2010,Swartzwelder Mine,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Temporarily closed,Surface,Independent Producer Operator,Mine only,Greathouse & Greathouse Ent In,"2966 Whistler Road, Stoystown, PA 15563",,407,3,300,6.008813185442595
3609549,2010,Kimberly Run,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Underground,Operating Subsidiary,Mine only,"Roxcoal, Inc.","P.O. Box 149, Friedens, PA 15541",,580713,149,328138,13.272011937884143
3609575,2010,Ag1,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Marquise Mining Corp,"P.O. Box 338, Blairsville, PA 15717",,8716,3,1608,9.072915696064511
3609666,2010,Horning Deep Mine,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Underground,Independent Producer Operator,Mine only,"Roxcoal, Inc.","P.O. Box 149, Friedens, PA 15541",,18902,26,37637,9.847023015555001
3609810,2010,Dupstadt,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Heritage Coal & Natu,"208 West Mud Pike Road, Rockwood, PA 15557",,280910,21,50800,12.545789612316275
3609821,2010,Godin Strips,Pennsylvania (Bituminous),Somerset,Appalachia Northern,Active,Surface,Operating Subsidiary,Mine only,Godin Brothers Inc,"195 East Philadelphia Street, Armagh, PA 15920",,18185,4,5864,9.80835235742109
3609190,2010,Auger Machine Ser #3165,Pennsylvania (Bituminous),Venango,Appalachia Northern,Temporarily closed,Surface,Independent Producer Operator,Mine only,J C Drilling & Ditching,"1032 Miller Rd, Creekside, PA 15732",,10445,4,4209,9.253878673990666
3609205,2010,3147,Pennsylvania (Bituminous),Venango,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Black Hawk Mining Inc,"221 Creek Road, Rural Valley, PA 16249",,5417,5,1880,8.597297435657898
3607416,2010,Enlow Fork Mine,Pennsylvania (Bituminous),Washington,Appalachia Northern,Active,Underground,Operating Subsidiary,Mine only,Consol Pennsylvania Coal Compa,"920 East Finley Drive, West Finley, PA 15377",,9941681,650,1653796,16.112246679022608
3608802,2010,Gameland S E,Pennsylvania (Bituminous),Washington,Appalachia Northern,Permanently abandoned,Surface,Independent Producer Operator,Mine only,Mulligan Mining Inc,"5945 Pudding Stone Lane, Bethel Park, PA 15102",,61272,14,20934,11.02307824758943
3609197,2010,3200,Pennsylvania (Bituminous),Washington,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Black Hawk Mining In,"221 Creek Road, Rural Valley, PA 16249",,19250,4,6240,9.86526633971593
3609226,2010,Neiswonger Mines,Pennsylvania (Bituminous),Washington,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Neiswonger Construction Inc.,"17592 Rt 322, Strattanville, PA 16258",,325551,30,71512,12.693274410385063
3609597,2010,Washington County Strips,Pennsylvania (Bituminous),Washington,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Amerikohl Mining Inc,"1384 State Route 711, Stahlstown, PA 15687",,272729,19,42160,12.51623390714729
3605104,2010,Mc Broom,Pennsylvania (Bituminous),Westmoreland,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,V P Smith Co,"257 Derry Lane, Blairsville, PA 15717",,1259,2,2301,7.138073034044347
3606753,2010,Coal Loaders-Derry Tipple,Pennsylvania (Bituminous),Westmoreland,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Coal Loaders Incorporate,"P.O. Box 556, Ligonier, PA 15658",,6296,18,33064,8.74766979009724
3608517,2010,"Adc, Inc Pit 008",Pennsylvania (Bituminous),Westmoreland,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Gary Gioia Coal Co.,"319 Karen Dr, Elizabeth, PA 15037",,23960,2,2987,10.084141052229386
3609057,2010,Shearer Mine,Pennsylvania (Bituminous),Westmoreland,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Albert F. Stiffler,"141 Locust Road, Normalville, PA 15469",,50531,9,17159,10.83034228831376
3609175,2010,Kellar #1,Pennsylvania (Bituminous),Westmoreland,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Kellar Augering Inc,"11976 Route 954 Highway North, Creekside, PA 15732",,6366,3,1794,8.758726607842037
3609337,2010,Marco Gfcc Project,Pennsylvania (Bituminous),Westmoreland,Appalachia Northern,Active,Surface,Independent Producer Operator,Mine only,Bedrock Mines Lp,"111 Freeport Road, Pittsburgh, PA 15215",,3345,8,4916,8.11522197256233
3609577,2010,Tedco Mine,Pennsylvania (Bituminous),Westmoreland,Appalachia Northern,Temporarily closed,Surface,Independent Producer Operator,Mine only,"Tedco, Incorporated","117 W. Peach Street, Connellsville, PA 15425",,8556,2,2055,9.054388070202297
4003275,2010,Mine No 3,Tennessee,Anderson,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,Premium Coal Company Inc,"P.O. Box 838, Middlesboro, KY 40965",,5909,19,11060,8.684231891345675
4003328,2010,Premium #5 Deep Mine,Tennessee,Anderson,Appalachia Central,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,Premium Coal Company Inc,"P.O. Box 838, Middlesboro, KY 40965",,132104,39,89167,11.791344770142825
4003369,2010,Buffalo Mountain #1,Tennessee,Anderson,Appalachia Central,Active,Surface,Contractor,Mine only,Robert Clear Coal Corporation,"2980 General Carl W. Stiner Hw, Lafollette, TN 37766",,121983,15,28691,11.711636969743784
4003376,2010,Premium Coal Highwall Miner,Tennessee,Anderson,Appalachia Central,Active,Surface,Operating Subsidiary,Mine only,"Premium Coal Company, Inc.","P.O. Box 838, Middlesboro, KY 40965",,34518,16,32336,10.44923620609135
4003143,2010,"S And H Mining, Inc.",Tennessee,Campbell,Appalachia Central,Active,Underground,Operating Subsidiary,Mine only,"S & H Mining, Inc.","P.O. Box 838, Middlesboro, KY 40965",,161504,42,105562,11.99228518913999
4003204,2010,Mine No. 7,Tennessee,Campbell,Appalachia Central,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Premium Coal Company. Inc.,"241 Myers Street, Jacksboro, TN 37757",,163777,48,106487,12.006261025401562
4003272,2010,Mine No. 14,Tennessee,Campbell,Appalachia Central,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,"Premium Coal Company,inc.","P.O. Box 465, Jacksboro, TN 37757",,158078,54,106730,11.970843861079798
4003318,2010,Area #2,Tennessee,Campbell,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,"Triple H Coal, Llc","100 Memorial Drive, Jacksboro, TN 37757",,7346,9,21790,8.901911226379612
4003320,2010,No 1 Surface-003 Section,Tennessee,Campbell,Appalachia Central,Active,Surface,Operating Subsidiary,Mine only,Premium Coal Company Inc,"P.O. Box 838, Middlesboro, KY 40965",,98739,33,88349,11.50023528415371
4003337,2010,Westbourne Lane Mine,Tennessee,Campbell,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,Alden Resources Llc,"332 W. Cumberland Gap Parkway,, Corbin, KY 40701",,93589,27,68291,11.446668134191984
4003338,2010,White Oak Job,Tennessee,Campbell,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,Mountainside Coal Inc,"7692 S. Hwy 25w, Williamsburg, KY 40769",,218565,63,165753,12.294838732116064
4407085,2010,Ghm #37,Tennessee,Campbell,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,"Green Hill Mining, I","P.O. Box 760, London, KY 40743",,29803,2,2444,10.302364338567436
4003330,2010,Hm #2,Tennessee,Claiborne,Appalachia Central,Permanently abandoned,Surface,Independent Producer Operator,Mine only,Appolo Fuels Inc,"P.O. Box 1727, Middlesboro, KY 40965",,12468,8,5720,9.430920640887228
4003333,2010,Tri-State One,Tennessee,Claiborne,Appalachia Central,Active,Underground,Independent Producer Operator,Mine only,"Wilcoal Mining, Inc.","P.O. Box 306, Middlesboro, KY 40965",,93768,28,59531,11.448578925403016
4003351,2010,No. 1,Tennessee,Claiborne,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,Tackett Creek Mining Inc,"111 Mill Creek Road, Pathfork, KY 40863",,135754,31,63782,11.818599703292088
4003353,2010,Hwm #1,Tennessee,Claiborne,Appalachia Central,Active,Surface,Operating Subsidiary,Mine only,"Kopper Glo Mining, Llc","P.O. Box 203, Clairfield, TN 37715",,89560,5,10655,11.40266407071269
4003365,2010,Double Mountain Mine,Tennessee,Claiborne,Appalachia Central,Active,Underground,Independent Producer Operator,Mine only,"Kopper Glo Mining, Llc","P.O. Box 203, Clairfield, TN 37715",,9261,13,12822,9.13356731317027
4003366,2010,Strip #1,Tennessee,Claiborne,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,"Kopper Glo Mining, Llc","P.O. Box 203, Clairfield, TN 37715",,196663,22,60754,12.189246882972194
4003033,2010,Hoodtown Mine,Tennessee,Fentress,Appalachia Central,Active,Surface,Independent Producer Operator,Mine only,Hood Coal Corp,"P.O. Box 97, Jamestown, TN 38556",,16789,3,4423,9.728479189036397
4102840,2010,San Miguel Lignite Mine,Texas,Atascosa,Interior,Active,Surface,Contractor,Mine only,"Kiewit Mining Group, Inc.","P.O. Box 399, Jourdanton, TX 78026",,3294198,224,467832,15.00767329720285
4101192,2010,Big Brown Strip,Texas,Freestone,Interior,Active,Surface,Operating Subsidiary,Mine only,Luminant Mining Company Llc,"P.O. Box 948, Fairfield, TX 75840",International Brotherhood of Electrical Workers,2619451,232,506661,14.778475311795559
4103101,2010,South Hallsville No 1 Mine,Texas,Harrison,Interior,Active,Surface,Operating Subsidiary,Mine only,Sabine Mining Company,"6501 Farm Road 968 West, Hallsville, TX 75650",,4568991,299,624437,15.334802950747013
4102776,2010,Sulphur Springs Strip,Texas,Hopkins,Interior,Active,Surface,Operating Subsidiary,Mine only,Luminant Mining Company Llc,"P.O. Box 1636, Mt. Pleasant, TX 75456",International Brotherhood of Electrical Workers,1858244,136,297550,14.435142513737985
4104085,2010,Three Oaks,Texas,Lee,Interior,Active,Surface,Operating Subsidiary,Mine only,Luminant Mining Company Llc,"7207 W Fm 696, Elgin, TX 78621",International Brotherhood of Electrical Workers,5364236,247,543084,15.495264519433018
4103164,2010,Jewett Mine,Texas,Leon,Interior,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Texas Westmoreland Coal Co.,"P.O. Box 915, Jewett, TX 75846",,4170923,365,756615,15.243647912207912
4104586,2010,Kosse Strip,Texas,Limestone,Interior,Active,Surface,Operating Subsidiary,Mine only,Luminant Mining Company Llc,"4731 East Hwy 7, Kosse, TX 76653",International Brotherhood of Electrical Workers,6303847,296,648732,15.656670639920755
4102632,2010,Beckville Strip,Texas,Panola,Interior,Active,Surface,Operating Subsidiary,Mine only,Luminant Mining Company Llc,"P.O. Box 1359, Tatum, TX 75691",International Brotherhood of Electrical Workers,4122901,353,792374,15.232067599758745
4103659,2010,Tatum Strip Mine,Texas,Panola,Interior,Active,Surface,Operating Subsidiary,Mine only,Luminant Mining Company Llc,"P.O. Box 1359, Tatum, TX 75691",International Brotherhood of Electrical Workers,3082752,103,214167,14.941333262503955
4103428,2010,Calvert Mine,Texas,Robertson,Interior,Active,Surface,Operating Subsidiary,Mine only,Walnut Creek Mining Company,"P.O. Box H, Bremond, TX 76629",,1869981,101,231685,14.441438828351345
4103660,2010,Oak Hill Strip,Texas,Rusk,Interior,Active,Surface,Operating Subsidiary,Mine only,Luminant Mining Company Llc,"P.O. Box 1359, Tatum, TX 75691",International Brotherhood of Electrical Workers,2977556,258,586545,14.90661338775933
4103658,2010,Winfield South Strip,Texas,Titus,Interior,Active,Surface,Operating Subsidiary,Mine only,Luminant Mining Co L,"P.O. Box 1636, Mt. Pleasant, TX 75455",International Brotherhood of Electrical Workers,748921,173,344296,13.5263887829713
4201566,2010,Skyline Mine #3,Utah,Carbon,Uinta Region,Active,Underground,Operating Subsidiary,Mine only,Canyon Fuel Company Llc,"Hc 35 Box 380, Helper, UT 84526",,2805489,240,542286,14.847088413295756
4201890,2010,Dugout Canyon Mine,Utah,Carbon,Uinta Region,Active,Underground,Independent Producer Operator,Mine only,Canyon Fuel Company Llc,"P.O. Box 1029, Wellington, UT 84542",,2523691,237,486453,14.74123307042606
4202074,2010,Horizon Mine,Utah,Carbon,Uinta Region,Active,Underground,Independent Producer Operator,Mine and Preparation Plant,Hidden Splendor Resources Inc,"3266 South 125 West, Price, UT 84501",,272106,101,202635,12.513946975244872
4202233,2010,West Ridge Mine,Utah,Carbon,Uinta Region,Active,Underground,Operating Subsidiary,Mine only,West Ridge Resources Inc,"P.O. Box 910, East Carbon, UT 84520",,3325510,268,635494,15.017133603768698
4202241,2010,Lila Canyon,Utah,Carbon,Uinta Region,Active,Underground,Operating Subsidiary,Mine only,"Utah American Energy, Inc.","P.O. Box 910, East Carbon, UT 84520",,72283,20,47817,11.188344249102178
4200079,2010,Emery Mine,Utah,Emery,Uinta Region,Active,Underground,Operating Subsidiary,Mine only,Consolidation Coal Company,"P.O. Box 527, Emery, UT 84522",United Mine Workers of America,999421,169,345532,13.814931390279044
4200121,2010,Deer Creek Mine,Utah,Emery,Uinta Region,Active,Underground,Operating Subsidiary,Mine only,Energy West Mining Company,"P.O. Box 310, Huntington, UT 84528",United Mine Workers of America,2954101,322,628961,14.898704932416521
4200089,2010,Sufco,Utah,Sevier,Uinta Region,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Canyon Fuel Company Llc,"597 South Sr24, Salina, UT 84654",,6398350,374,776703,15.671550702590544
1518890,2010,Southeastern Auger No. 1,Virginia,Buchanan,Appalachia Central,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Southeastern Coal In,"342 Chadwick Dr, Tazewell, VA 24651",,2689,2,830,7.896924656268864
4401486,2010,Meridian #2,Virginia,Buchanan,Appalachia Central,Active,Underground,Independent Producer Operator,Mine only,Calico Coal Inc,"48 College Drive, Bluefield, VA 24605",,63366,13,24356,11.05668271897453
4403317,2010,Apple Jacks No. 7,Virginia,Buchanan,Appalachia Central,Active,Underground,Independent Producer Operator,Mine only,"Apple Jacks Coal Company, Inc.","P.O. Box 453, Vansant, VA 24656",,5196,10,7303,8.55564437779049
4403658,2010,No 2 Surface,Virginia,Buchanan,Appalachia Central,Active,Surface,Operating Subsidiary,Mine only,"Twin Star Mining, Inc.","P.O. Box 469, Williamson, WV 25661",,195105,25,72862,12.181293154165951
4404856,2010,Buchanan Mine #1,Virginia,Buchanan,Appalachia Central,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Consolidation Coal Company,"P.O. Box 230, Mavisdale, VA 24627",,4682491,666,1609257,15.359340791248346
4406195,2010,Mine No 3,Virginia,Buchanan,Appalachia Central,Permanently abandoned,Underground,Contractor,Mine only,Cavalier Mineral Inc,"4347 Pawpaw Rd, Hurley, VA 24620",,43599,17,28918,10.68278949329428
